baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,names
22.3249298,3.111580761,0.920785537,3.379267633,0.000726792,0.005075326,XM_003559397.4
466.7578215,-1.142109906,0.217983912,-5.239422918,1.61E-07,3.25E-06,XM_003559440.4
15.04419483,-4.034238141,0.891047279,-4.527524224,5.97E-06,7.82E-05,XM_003559447.4
2.476378231,4.020239018,1.460563304,2.752526376,0.005913738,0.029284261,XM_003559460.4
483.0500445,-3.173697574,0.551119659,-5.758636121,8.48E-09,2.37E-07,XM_003559461.4
234.1813987,-1.018443301,0.390439536,-2.608453313,0.009095242,0.04157039,XM_003559462.4
438.4091303,-1.363688879,0.38224567,-3.567571815,0.000360305,0.002781365,XM_003559466.4
3229.828139,-1.812079063,0.253645858,-7.144130298,9.06E-13,5.74E-11,XM_003559469.4
29.07500641,2.057443087,0.426047949,4.829135062,1.37E-06,2.15E-05,XM_003559484.4
84.95828693,1.316020057,0.305580009,4.306630075,1.66E-05,0.000191726,XM_003559494.4
10.58628663,7.193334047,1.572497075,4.574465773,4.77E-06,6.45E-05,XM_003559502.1
1537.356704,4.201799427,0.351818801,11.94307814,7.06E-33,7.16E-30,XM_003559503.4
102.222529,-2.274011993,0.563369929,-4.036445459,5.43E-05,0.000543001,XM_003559512.4
3126.889298,-1.567281742,0.243100382,-6.447055856,1.14E-10,4.65E-09,XM_003559515.4
16.35007898,-1.700081217,0.581584232,-2.923190009,0.00346465,0.018866651,XM_003559540.4
71.28376236,3.352582693,0.576162842,5.81881102,5.93E-09,1.71E-07,XM_003559543.4
54.02021818,-2.630170022,0.508580276,-5.171592663,2.32E-07,4.50E-06,XM_003559553.3
63.43940245,3.781634254,0.822050141,4.600247681,4.22E-06,5.78E-05,XM_003559564.4
46.03592996,2.243159521,0.82258457,2.726965231,0.006391977,0.031183499,XM_003559568.4
104.5877894,-1.573890458,0.289823716,-5.43050955,5.62E-08,1.29E-06,XM_003559573.4
165.2328895,1.315214901,0.218151438,6.02890778,1.65E-09,5.26E-08,XM_003559583.4
49.33670405,3.132863469,0.648653035,4.829798517,1.37E-06,2.14E-05,XM_003559602.4
11.30409587,1.626208914,0.641341807,2.535635281,0.011224357,0.049143535,XM_003559633.4
3611.037207,1.465424243,0.294893739,4.9693298,6.72E-07,1.16E-05,XM_003559652.4
7.718067369,-6.468859017,1.422021096,-4.549059808,5.39E-06,7.15E-05,XM_003559665.3
